Symbol,Sector,Name,Position,Company,University,Age,Compensation,Tenure_To,Tenure_From,Work Loction,Affiliation,Gender,DOB,POB,Nationality,Bachelors_University,Bachelors Specialization,Masters_University,Masters Specialization,Performance,Parents,Father Occupation,Mother Occupation, Starting_Age,Employment History
DUK,Utilities,Lynn J. Good,"Vice Chairman, Chief Executive Officer and President,",Duke Energy Corporation,Miami University,53,6473010,2014,2013,"550 South Tryon StreetCharlotte, North Carolina 28202United States","Duke Energy Indiana, Inc.|Progress Energy Inc.|Cinergy Corp.|Hubbell Inc.|Duke Energy Carolinas, LLC|Duke Energy Progress, Inc.|Duke Energy Ohio, Inc.|Duke Energy Florida, Inc.|Duke Energy Kentucky, Inc.|Miami University|Nuclear Energy Institute",Female,1961,,,Miami University,BS,NA,NA,0,,,,52,
DNB,Industrials,Robert   Carrigan,"Chief Executive Officer, President and Director,",Dun & Bradstreet Corp.,Boston University,47,1508801,2014,2013,"103 JFK ParkwayShort Hills, New Jersey 07078United States","International Data Group, Inc.|Boston University|IDG Communications Inc.|Interactive Advertising Bureau, Inc.|PC World Communications, Inc.|American Business Media, Inc.|Computerworld, Inc.|IDG Communications AG|MediaBrix, Inc.",Male,1967,United States of America,United States of America,Boston University,BBA,Boston University,MBA,0,,,,46,NA
ETFC,Financials,Paul Thomas Idzik,"Chief Executive Officer, Director and President of E*Trade Bank,",E*TRADE Financial Corporation,The University of Chicago,52,13523664,2014,2013,"1271 Avenue of the AmericasNew York, New York 10020United States",Barclays Capital PLC|E*Trade Bank|Barclays PLC|The University of Chicago|DTZ Holdings plc|Barclays Bank PLC|University of Notre Dame,Male,1962,,,Notre Dame,NA,University of Chicago,MBA,0,,,,51,Group Chief Executive Officer & Director by DTZ Holdings Plc | COO by Barclays | COO by Barclays Capital Securities | Non-Executive Director by L.C.H Clearnet Group LTd. 
DD,Materials,Ellen J. Kullman,"Chairwoman and Chief Executive Officer,",E. I. du Pont de Nemours and Company,Northwestern University,57,14152638,2014,2009,"1007 Market StreetWilmington, Delaware 19898United States",United Technologies Corp.|Motors Liquidation Company|Northwestern University|Tufts University|National Safety Council|Catalyst Inc.|General Motors Company,Female,1957,United States of America,United States of America,Tufts University,BS,Kellogg University,MBA,0.352418899,Margaret Jamison | Joseph Jamison | ,,,52,"DuPont - 1988 - 2002 - nanette - Employment tenure | DuPont - 2009-01 - Chief Executive Officer - rumifield - Employment tenure | DuPont - 2008-10 - President - rumifield - Employment tenure | DuPont - 2006-06 - Executive Vice President - 2008-10 - mw_template_bot - Employment tenure | DuPont - 2002-02 - Group Vice President, Safety & Protection - 2006 - rumifield - Employment tenure | DuPont - 2001 - Head of Operations, Flooring Systems - rumifield - Employment tenure | DuPont - 2001 - Head of Operations, Surfaces - rumifield - Employment tenure | DuPont - 2000 - Group Vice President and General Manager, Corporate New Business Development - rumifield - Employment tenure | DuPont - 2000 - Group Vice President and General Manager, Intellectual Assets Licensing - rumifield - Employment tenure | DuPont - 1999 - Head of Safety Resources - rumifield - Employment tenure | "
EMN,Materials,Mark J. Costa,"Chief Executive Officer and Director,",Eastman Chemical Co.,Harvard University,47,3232053,2014,2014,"200 South Wilcox DriveKingsport, Tennessee 37662United States",Harvard University|University of California Berkeley,Male,1967,,United States of America,University of California,BS,Harvard University,MBA,0,,,,47,Eastman Chemical Company - Senior Vice President of Marketing - ts_bot - Employment tenure | 
ETN,Industrials,Alexander M. Cutler,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,",Eaton Corporation plc,Yale University,61,23097458,2014,2000,"Fitzwilliam HallDublin, -- 2Ireland","E. I. du Pont de Nemours and Company|KeyCorp.|Axcelis Technologies Inc.|Eaton Electrical, Inc.|Yale University|Eaton-Aeroquip, Inc.|Loomis Chaffee School|Eaton Industries (Canada) Company|United Way Of Greater Cleveland|Eaton Hydraulics Inc.|The Business Roundtable|Musical Arts Association|Tuck School of Business at Dartmouth|Greater Cleveland Partnership|Wright Line Holding, Inc.|Eaton US Holdings, Inc.",Male,1953,,,Yale University,BA,Dartmouth College,MBA,0.183689297,,,,47,Eaton Corporation - Chairman - ts_bot - Employment tenure | Eaton Corporation - President - ts_bot - Employment tenure | Eaton Corporation - Chief Executive Officer - ts_bot - Employment tenure | 
EBAY,Information Technology,John J. Donahoe,"Chief Executive Officer, President and Director,",eBay Inc.,Dartmouth College,52,13833374,2014,2008,"2065 Hamilton AvenueSan Jose, California 95125United States","Intel Corporation|PayPal, Inc.|eVolution Global Partners, L.L.C.|Bain & Company, Inc.|Dartmouth College|Stanford Graduate School of Business|The Bridgespan Group, Inc.|Skype Global S.?_ r.l.",Male,1962,,,Dartmouth College,BA,Stanford University,MBA,0.160400328,,,,46,Bain & Company (for 20 years) | Schiltz Beer Distribution Company
ECL,Materials,Douglas M. Baker Jr.,"Chairman, Chief Executive Officer and Member of Safety, Health & Environment Committee,",Ecolab Inc.,NA,54,10617564,2014,2004,"370 Wabasha Street NorthSt. Paul, Minnesota 55102United States","Target Corp.|Nalco Holding Co.|U.S. Bancorp|Ecolab Equipment Care, Inc.|Ecolab G.K.|Stone Arch Capital, LLC",Male,1960,,,College of Holy Cross,BA,NA,NA,0.124852804,,,,44,Ecolab - Chairman - ts_bot - Employment tenure | Ecolab - President - ts_bot - Employment tenure | Ecolab - Chief Executive Officer - ts_bot - Employment tenure | 
EIX,Utilities,Theodore F. Craver Jr.,"Chairman, Chief Executive Officer and President,",Edison International,University of Southern California,61,11088856,2014,2005,"2244 Walnut Grove AvenueRosemead, California 91770United States","First Interstate Bancorp|Health Net, Inc.|Edison Mission Energy|University of Southern California|Mission Energy Holding Company|Southern California Edison Company|Electric Power Research Institute, Inc.|Health Net, Inc.|Electric Drive Transportation Association|Edison Mission Group Inc.",Male,1953,,United States of America,University of Southern California,BBA,University of Southern Calif,MBA,-0.330086956,,,,52,Edison International - President - ts_bot - Employment tenure | Edison International - Chief Executive Officer - ts_bot - Employment tenure | 
EW,Health Care,Michael A. Mussallem,"Chairman and Chief Executive Officer,",Edwards Lifesciences Corp.,Rose-Hulman Institute of Technology,60,6611950,2014,2000,"One Edwards WayIrvine, California 92614United States","World Heart Corp.|Abbott Medical Optics Inc.|Rose-Hulman Institute of Technology|Healthios Capital Markets, LLC|OCTANe|InCube Labs, LLC|OCTANe LLC",Male,1954,,,NA,NA,NA,NA,3.095059422,,,,46,Edwards Lifesciences Corporation - Chairman - ts_bot - Employment tenure | Edwards Lifesciences Corporation - Chief Executive Officer - ts_bot - Employment tenure | 
EA,Information Technology,Andrew   Wilson,"Chief Executive Officer and Director,",Electronic Arts Inc.,NA,39,5631976,2014,2013,"209 Redwood Shores ParkwayRedwood City, California 94065United States",,Male,1975,United Kingdom,United Kingdom,NA,NA,NA,NA,0,,,,38,
EMC,Information Technology,Joseph M. Tucci,"Chairman, Chief Executive Officer, President, Member of Mergers & Acquisitions Committee and Member of Finance Committee,",EMC Corporation,Columbia University,66,12645958,2014,2006,"176 South StreetHopkinton, Massachusetts 01748United States","Wang Global, Inc.|New Mountain Capital, LLC|Salesnet Inc.|VMware, Inc.|Paychex, Inc.|Telecom Italia S.p.A., Prior to Amalgamation with Olivetti|International Integration|Getronics NV|TechNet|Columbia Business School|Data Domain, Inc.|Columbia University|Northeastern University|Manhattan College|EMC Computer Systems (UK) Limited|EMC Information Systems NV|Bridge Growth Partners, LLC",Male,1948,United States of America,United States of America,Manhattan College,BS,Columbia University,MS,0.170725678,,,,58,EMC Corporation - President - ts_bot - Employment tenure | EMC Corporation - Chairman - ts_bot - Employment tenure | EMC Corporation - Chief Executive Officer - ts_bot - Employment tenure | 
EMR,Industrials,David N. Farr,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",Emerson Electric Co.,Vanderbilt University,58,25318952,2014,2000,"8000 West Florissant AvenueSt. Louis, Missouri 63136United States","International Business Machines Corporation|DPH Holdings Corp.|Vanderbilt University|Wake Forest University|Webster University|Emerson Tool Company|US-China Business Council, Inc.|Emerson Network Power, Inc.|InSinkErator, Inc.",Male,1956,,,Wake Forest University,BS,Vanderbilt University,MBA,0.556075252,,,,44,
ESV,Energy,Daniel W. Rabun,"Chairman, Chief Executive Officer and President,",Ensco plc,Southern Methodist University,58,10715232,2014,2007,"6 Chesterfield GardensLondon, Greater London W1J 5BQUnited Kingdom","Chorum Technologies Inc.|Baker & McKenzie, LLP|Southern Methodist University|University of Houston System|ENSCO International Incorporated|International Association of Drilling Contractors",Male,1956,,,University of Houston,BBA,Southern Methodist University,JD,0.036831054,,,,51,"CEO & President of Ensco PLC (2007-now) | Vice President , General Counsel & Secretary of Chorum Tech | Chairman of International Association of Drilling Contractors "
ETR,Utilities,Leo P. Denault,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",Entergy Corporation,"Indiana University, Bloomington",53,7665652,2014,2013,"639 Loyola AvenueNew Orleans, Louisiana 70113United States","Entergy Gulf States Louisiana, LLC|System Energy Resources Inc.|Entergy Arkansas Inc.|Entergy Mississippi, Inc.|Entergy New Orleans, Inc.|Indiana University, Bloomington|Ball State University|Entergy Louisiana Holdings, Inc.|Entergy Louisiana LLC|Entergy Texas, Inc.",Male,1961,,,NA,NA,NA,NA,0,,,,52,Entergy - Executive Vice President - ts_bot - Employment tenure | Entergy - Chief Financial Officer - ts_bot - Employment tenure | 
EOG,Energy,William R. Thomas,"Chairman, Chief Executive Officer and President,","EOG Resources, Inc.",Texas A&M University,60,8751908,2014,2013,"1111 BagbyHouston, Texas 77002United States",Texas A&M University,Male,1954,,United States of America,Texas A&M University,BS,NA,NA,0,,,,59,Capital Southwest Corporation - President - ts_bot - Employment tenure | Capital Southwest Corporation - Chief Executive Officer - ts_bot - Employment tenure | 
EQT,Utilities,David L. Porges,"Chairman, Chief Executive Officer, President, Member of Executive Committee and Member of Public Policy & Corporate Responsibility Committee,",EQT Corporation,The Board of Trustees of The Leland Stanford Junior University,55,7922073,2014,2010,"EQT PlazaPittsburgh, Pennsylvania 15222United States","The Board of Trustees of The Leland Stanford Junior University|Westport Resources Corporation|Northwestern University|EQT Midstream Partners, LP|EQT Midstream Finance Corporation",Male,1959,,United States of America,Northwestern University,BS,Stanford University,MBA,0.506949884,,,,51,EQT - Vice Chair - ts_bot - Employment tenure | EQT - President - ts_bot - Employment tenure | EQT - Chief Operating Officer - ts_bot - Employment tenure | 
EFX,Financials,Richard F. Smith,"Chairman and Chief Executive Officer,",Equifax Inc.,Purdue University,53,10515558,2014,2005,"1550 Peachtree Street, N.W.Atlanta, Georgia 30309United States",Purdue University|Equifax Ltd|Equifax Inc.,Male,1961,,United States of America,Purdue University,BS,NA,NA,0.063374719,,,,44,Equifax - Chairman - ts_bot - Employment tenure | Equifax - Chief Executive Officer - ts_bot - Employment tenure | 
EQR,Financials,David J. Neithercut,"Chief Executive Officer, President, Trustee, Member of Executive Committee and Member of Pricing Committee,",Equity Residential,St. Lawrence University,57,6372619,2014,2006,"Two North Riverside PlazaChicago, Illinois 60606United States","General Growth Properties, Inc|Reis, Inc.|Columbia Business School|ERP Operating Limited Partnership|St. Lawrence University|Columbia College",Male,1957,,United States of America,St Lawrence University,BA,Columbia University,MBA,0.280353347,,,,49,Equity Residential - President - ts_bot - Employment tenure | Equity Residential - Chief Executive Officer - ts_bot - Employment tenure | 
EL,Consumer Staples,Fabrizio   Freda,"Chief Executive Officer, President and Director,",The Est??e Lauder Companies Inc.,Universita' degli Studi di Napoli Federico II,56,31598679,2014,2009,"767 Fifth AvenueNew York, New York 10153United States","The Procter & Gamble Company|BlackRock, Inc.|BlackRock Credit Allocation Income Trust II, Inc.|Universita' degli Studi di Napoli Federico II",Male,1958,Italy,Italy, University of Naples,BS,NA,NA,0.154734715,,,,51,Est e Lauder Companies - Freebase Data Team - Employment tenure | 
EXC,Utilities,Christopher M. Crane,"Chief Executive Officer, President, Director and Member of Generation Oversight Committee,",Exelon Corporation,Harvard University,54,17191698,2014,2011,"10 South Dearborn StreetChicago, Illinois 60680United States","Constellation Energy Group, Inc.|Aleris Corporation|Harvard University|Baltimore Gas and Electric Company|Commonwealth Edison Company|Exelon Generation Company, LLC|PECO Energy Company|Nuclear Energy Institute|Exelon Nuclear Partners, LLC|Rush University Medical Center|Aleris International, Inc.",Male,1960,,,New Hampshire Technical College,BS,Harvard University,MBA,-0.106441315,,,,51,
EXPE,Consumer Discretionary,Dara   Khosrowshahi,"Chief Executive Officer, President, Director and Member of Executive Committee,",Expedia Inc.,Brown University,43,15309069,2014,2005,"333 108th Avenue NEBellevue, Washington 98004United States","ARTISTdirect Inc.|Ticketmaster Entertainment, LLC|TripAdvisor Inc.|Interactive Network, Inc.|Styleclick.com, Inc.|IAC/InterActiveCorp|PRC, LLC|Hotels.com L.P.|Hotwire, Inc.|HSN, Inc.|eLong Inc.|Brown University|AirAsia Expedia",Male,1971,Iran,United States of America |  Iran,Brown University,BS,NA,NA,-0.049283702,,,,34,"Expedia, Inc. - Chief Executive Officer - ts_bot - Employment tenure | "
EXPD,Industrials,Jeffrey S. Musser,"Chief Executive Officer, President and Director,",Expeditors International of Washington Inc.,NA,47,,2014,2014,"1015 Third AvenueSeattle, Washington 98104United States",,Male,1967,,,NA,NA,NA,NA,0,,,,47,Expeditors International - Senior Vice President - ts_bot - Employment tenure | Expeditors International - Chief Information Officer - ts_bot - Employment tenure | 
